identifier,player_name,team,player_position,player_minutes_played,player_total_point_obtained,round,player_costs,second_name,first_name,photo,holding_period
Gray-56511,Gray,Leeds,Midfielder,0,0,26,4.5,Gray,Archie,547701.jpg,1
Romeu-40217,Romeu,Southampton,Midfielder,0,0,26,4.8,Romeu Vidal,Oriol,78056.jpg,4
Redmond-40317,Redmond,Southampton,Midfielder,0,0,26,5.3,Redmond,Nathan,83283.jpg,1
Tella-41217,Tella,Southampton,Midfielder,0,0,26,5.0,Tella,Nathan,203389.jpg,3
Smallbone-41517,Smallbone,Southampton,Midfielder,0,0,26,4.5,Smallbone,Will,214466.jpg,1
Diallo-41617,Diallo,Southampton,Midfielder,0,0,26,4.2,Diallo,Ibrahima,240143.jpg,1
Djenepo-41817,Djenepo,Southampton,Midfielder,0,0,26,5.0,Djenepo,Moussa,431131.jpg,2
Aribo-51217,Aribo,Southampton,Midfielder,0,0,26,5.1,Ayodele-Aribo,Joe,193204.jpg,1
Edozie-62417,Edozie,Southampton,Midfielder,0,0,26,4.7,Edozie,Samuel,490503.jpg,4
Payne-64717,Payne,Southampton,Midfielder,0,0,26,4.5,Payne,Lewis,476161.jpg,3
Finnigan-64817,Finnigan,Southampton,Midfielder,0,0,26,4.5,Finnigan,Ryan,447372.jpg,2
Orsic-69217,Orsic,Southampton,Midfielder,0,0,26,5.2,Orsic,Mislav,81205.jpg,4
Arter-37816,Arter,Nott'm Forest,Midfielder,0,0,26,4.1,Arter,Harry,48615.jpg,1
Cafú-38316,Cafú,Nott'm Forest,Midfielder,0,0,26,4.2,Ribeiro Dias,Carlos,166325.jpg,2
Lolley-38416,Lolley,Nott'm Forest,Midfielder,0,0,26,4.9,Lolley,Joe,168172.jpg,4
Xande Silva-39016,Xande Silva,Nott'm Forest,Midfielder,0,0,26,5.0,Nascimento da Costa Silva,Xande,209925.jpg,4
Mighten-39516,Mighten,Nott'm Forest,Midfielder,0,0,26,4.9,Mighten,Alex,244930.jpg,1
Ojeda-39616,Ojeda,Nott'm Forest,Midfielder,0,0,26,4.5,Ojeda Rodríguez,Braian,437476.jpg,2
O'Brien-52416,O'Brien,Nott'm Forest,Midfielder,0,0,26,4.8,O'Brien,Lewis,243345.jpg,2
Lingard-52716,Lingard,Nott'm Forest,Midfielder,0,0,26,5.4,Lingard,Jesse,109322.jpg,4
Mangala-53616,Mangala,Nott'm Forest,Midfielder,0,0,26,4.9,Mangala,Orel,179519.jpg,3
Hammond-55316,Hammond,Nott'm Forest,Midfielder,0,0,26,4.3,Hammond,Oliver,475492.jpg,3
Kouyaté-58316,Kouyaté,Nott'm Forest,Midfielder,0,0,26,4.4,Kouyaté,Cheikhou,55037.jpg,3
Scarpa-68116,Scarpa,Nott'm Forest,Midfielder,0,0,26,4.8,Furtado Scarpa,Gustavo Henrique,185253.jpg,2
Danilo-70316,Danilo,Nott'm Forest,Midfielder,0,0,26,4.5,dos Santos de Oliveira,Danilo,513046.jpg,1
Barkley-1316,Barkley,Chelsea,Midfielder,0,0,26,4.9,Barkley,Ross,88894.jpg,2
Kanté-1346,Kanté,Chelsea,Midfielder,0,0,26,4.8,Kanté,N'Golo,116594.jpg,2
Ziyech-1356,Ziyech,Chelsea,Midfielder,0,0,26,5.5,Ziyech,Hakim,124183.jpg,4
Pulisic-1406,Pulisic,Chelsea,Midfielder,0,0,26,5.6,Pulisic,Christian,176413.jpg,4
Mount-1426,Mount,Chelsea,Midfielder,0,0,26,7.2,Mount,Mason,184341.jpg,1
Hudson-Odoi-1446,Hudson-Odoi,Chelsea,Midfielder,0,0,26,5.3,Hudson-Odoi,Callum,209046.jpg,3
Vale-6066,Vale,Chelsea,Midfielder,0,0,26,4.5,Vale,Harvey,491785.jpg,3
Hutchinson-6536,Hutchinson,Chelsea,Midfielder,0,0,26,4.3,Hutchinson,Omari,503301.jpg,3
Hall-6616,Hall,Chelsea,Midfielder,0,0,26,4.4,Hall,Lewis,487838.jpg,4
Mudryk-6996,Mudryk,Chelsea,Midfielder,0,0,26,6.7,Mudryk,Mykhailo,465920.jpg,2
Andrey Santos-7026,Andrey Santos,Chelsea,Midfielder,0,0,26,4.5,Nascimento dos Santos,Andrey,532605.jpg,2
Gilmour-1495,Gilmour,Brighton,Midfielder,0,0,26,4.2,Gilmour,Billy,243568.jpg,4
Hwang-48120,Hwang,Wolves,Midfielder,0,0,26,5.7,Hee-chan,Hwang,184754.jpg,3
Podence-48320,Podence,Wolves,Midfielder,0,0,26,5.3,Castelo Podence,Daniel,200600.jpg,4
Cundle-48520,Cundle,Wolves,Midfielder,0,0,26,4.4,Cundle,Luke,245923.jpg,1
Chiquinho-49020,Chiquinho,Wolves,Midfielder,0,0,26,5.0,Tomás Oliveira,Francisco Jorge,510363.jpg,1
Hodge-56620,Hodge,Wolves,Midfielder,0,0,26,4.4,Hodge,Joseph,240299.jpg,2
Ronan-56720,Ronan,Wolves,Midfielder,0,0,26,4.4,Ronan,Connor,198842.jpg,3
Campbell-56820,Campbell,Wolves,Midfielder,0,0,26,4.4,Campbell,Chem,461026.jpg,4
Guedes-57920,Guedes,Wolves,Midfielder,0,0,26,5.8,Ganchinho Guedes,Gonçalo Manuel,181284.jpg,4
Traoré-62920,Traoré,Wolves,Midfielder,0,0,26,4.3,Traoré,Boubacar,476502.jpg,3
Griffiths-65820,Griffiths,Wolves,Midfielder,0,0,26,4.4,Griffiths,Harvey,449133.jpg,1
João Gomes-72120,João Gomes,Wolves,Midfielder,0,0,26,4.5,Gomes da Silva,João Victor,448089.jpg,3
Vlasic-46619,Vlasic,West Ham,Midfielder,0,0,26,5.0,Vlasic,Nikola,180151.jpg,3
Coventry-55619,Coventry,West Ham,Midfielder,0,0,26,4.4,Coventry,Conor,222017.jpg,3
Oko-Flex-57219,Oko-Flex,West Ham,Midfielder,0,0,26,4.4,Oko-Flex,Armstrong,248865.jpg,3
Cornet-57519,Cornet,West Ham,Midfielder,0,0,26,5.9,Cornet,Maxwel,149519.jpg,1
Lallana-1015,Lallana,Brighton,Midfielder,0,0,26,4.8,Lallana,Adam,39155.jpg,1
Alzate-1155,Alzate,Brighton,Midfielder,0,0,26,4.4,Alzate,Steven,235382.jpg,4
Moder-1175,Moder,Brighton,Midfielder,0,0,26,4.4,Moder,Jakub,243505.jpg,2
Mwepu-1185,Mwepu,Brighton,Midfielder,0,0,26,5.3,Mwepu,Enock,423649.jpg,2
Richards-1215,Richards,Brighton,Midfielder,0,0,26,4.5,Richards,Taylor,209045.jpg,2
Kozłowski-1265,Kozłowski,Brighton,Midfielder,0,0,26,4.5,Kozłowski,Kacper,484658.jpg,1
Moran-6515,Moran,Brighton,Midfielder,0,0,26,4.5,Moran,Andrew,513834.jpg,4
Hinshelwood-6775,Hinshelwood,Brighton,Midfielder,0,0,26,4.5,Hinshelwood,Jack,532529.jpg,3
Ayari-7195,Ayari,Brighton,Midfielder,0,0,26,4.5,Ayari,Yasin,509416.jpg,3
Fraser-35915,Fraser,Newcastle,Midfielder,0,0,26,5.2,Fraser,Ryan,90105.jpg,4
Hendrick-37515,Hendrick,Newcastle,Midfielder,0,0,26,4.5,Hendrick,Jeff,83314.jpg,2
Anderson-55215,Anderson,Newcastle,Midfielder,0,0,26,4.4,Anderson,Elliot,215379.jpg,3
Kuol-68315,Kuol,Newcastle,Midfielder,0,0,26,4.5,Kuol,Garang,564510.jpg,4
Miley-74115,Miley,Newcastle,Midfielder,0,0,26,4.5,Miley,Lewis,547719.jpg,1
Townsend-1798,Townsend,Everton,Midfielder,0,0,26,5.4,Townsend,Andros,60252.jpg,2
Dele-1818,Dele,Everton,Midfielder,0,0,26,5.3,Alli,Dele,108823.jpg,2
Allan-1838,Allan,Everton,Midfielder,0,0,26,4.8,Marques Loureiro,Allan,119765.jpg,2
André Gomes-1848,André Gomes,Everton,Midfielder,0,0,26,4.5,Tavares Gomes,André,120250.jpg,2
Gbamin-1878,Gbamin,Everton,Midfielder,0,0,26,4.5,Gbamin,Jean-Philippe,160987.jpg,2
Mills-5608,Mills,Everton,Midfielder,0,0,26,4.4,Mills,Stanley,510328.jpg,4
Warrington-5618,Warrington,Everton,Midfielder,0,0,26,4.4,Warrington,Lewis,461453.jpg,3
Price-6788,Price,Everton,Midfielder,0,0,26,4.5,Price,Isaac,491559.jpg,4
Mahrez-30313,Mahrez,Man City,Midfielder,0,0,26,7.7,Mahrez,Riyad,103025.jpg,4
Palmer-31613,Palmer,Man City,Midfielder,0,0,26,4.3,Palmer,Cole,244851.jpg,2
McAtee-31713,McAtee,Man City,Midfielder,0,0,26,4.5,McAtee,James,432714.jpg,4
Phillips-32513,Phillips,Man City,Midfielder,0,0,26,4.8,Phillips,Kalvin,155405.jpg,4
Gomes-59913,Gomes,Man City,Midfielder,0,0,26,4.5,Gomes,Claudio,219291.jpg,1
Knight-60013,Knight,Man City,Midfielder,0,0,26,4.5,Knight,Ben,244932.jpg,3
Perrone-71213,Perrone,Man City,Midfielder,0,0,26,4.4,Perrone,Máximo,482769.jpg,3
Nketiah-111,Nketiah,Arsenal,Forward,0,0,26,6.8,Nketiah,Eddie,205533.jpg,1
Jesus-281,Jesus,Arsenal,Forward,0,0,26,7.9,Fernando de Jesus,Gabriel,205651.jpg,2
Butler-Oyedeji-6851,Butler-Oyedeji,Arsenal,Forward,0,0,26,4.5,Butler-Oyedeji,Nathan,461025.jpg,4
Benteke-1557,Benteke,Crystal Palace,Forward,0,0,26,5.5,Benteke,Christian,54861.jpg,1
Edouard-1667,Edouard,Crystal Palace,Forward,0,0,26,5.1,Edouard,Odsonne,199670.jpg,3
Plange-4967,Plange,Crystal Palace,Forward,0,0,26,4.5,Plange,Luke,450541.jpg,2
Gordon-6347,Gordon,Crystal Palace,Forward,0,0,26,4.5,Gordon,John-Kymani,461382.jpg,1
Daka-27110,Daka,Leicester,Forward,0,0,26,5.6,Daka,Patson,245419.jpg,4
Moore-623,Moore,Bournemouth,Forward,0,0,26,5.1,Moore,Kieffer,128340.jpg,1
Saydee-5973,Saydee,Bournemouth,Forward,0,0,26,4.5,Saydee,Christian,461017.jpg,2
Adu-Adjei-6953,Adu-Adjei,Bournemouth,Forward,0,0,26,4.5,Adu-Adjei,Daniel,590760.jpg,1
Sadi-6973,Sadi,Bournemouth,Forward,0,0,26,4.5,Sadi,Dominic,550596.jpg,3
Pollock-7063,Pollock,Bournemouth,Forward,0,0,26,4.5,Pollock,Euan,461013.jpg,1
Muniz-2189,Muniz,Fulham,Forward,0,0,26,5.4,Muniz Carvalho,Rodrigo,244042.jpg,4
Stansfield-2199,Stansfield,Fulham,Forward,0,0,26,4.5,Stansfield,Jay,490146.jpg,4
Ablade-5919,Ablade,Fulham,Forward,0,0,26,4.5,Ablade,Terry,247664.jpg,1
Davis-522,Davis,Aston Villa,Forward,0,0,26,5.4,Davis,Keinan,221239.jpg,4
Archer-542,Archer,Aston Villa,Forward,0,0,26,4.2,Archer,Cameron,433979.jpg,2
Ronaldo-32614,Ronaldo,Man Utd,Forward,0,0,26,10.2,dos Santos Aveiro,Cristiano Ronaldo,14937.jpg,1
Martial-34514,Martial,Man Utd,Forward,0,0,26,6.3,Martial,Anthony,148225.jpg,3
Shoretire-66014,Shoretire,Man Utd,Forward,0,0,26,4.5,Shoretire,Shola,472464.jpg,4
Forss-974,Forss,Brentford,Forward,0,0,26,4.5,Forss,Marcus,216620.jpg,3
Dervişoğlu-5414,Dervişoğlu,Brentford,Forward,0,0,26,4.5,Dervişoğlu,Halil,434662.jpg,2
Scarlett-44718,Scarlett,Spurs,Forward,0,0,26,4.5,Scarlett,Dane,490145.jpg,3
Parrott-45318,Parrott,Spurs,Forward,0,0,26,4.5,Parrott,Troy,447235.jpg,3
Bamford-22711,Bamford,Leeds,Forward,0,0,26,7.2,Bamford,Patrick,106617.jpg,3
Gelhardt-24211,Gelhardt,Leeds,Forward,0,0,26,5.1,Gelhardt,Joe,462635.jpg,2
Perkins-66311,Perkins,Leeds,Forward,0,0,26,4.5,Perkins,Sonny,496228.jpg,2
Morgan-67117,Morgan,Southampton,Forward,0,0,26,4.5,Morgan,Jimmy,493736.jpg,3
Onuachu-73217,Onuachu,Southampton,Forward,0,0,26,5.5,Onuachu,Paul,147611.jpg,3
Lyle Taylor-38016,Lyle Taylor,Nott'm Forest,Forward,0,0,26,4.1,Taylor,Lyle,57647.jpg,2
Surridge-39116,Surridge,Nott'm Forest,Forward,0,0,26,4.7,Surridge,Sam,217331.jpg,3
Awoniyi-39716,Awoniyi,Nott'm Forest,Forward,0,0,26,5.6,Awoniyi,Taiwo,210156.jpg,3
Dale Taylor-66616,Dale Taylor,Nott'm Forest,Forward,0,0,26,4.5,Taylor,Dale,524069.jpg,1
Werner-1376,Werner,Chelsea,Forward,0,0,26,7.9,Werner,Timo,165153.jpg,2
Broja-1506,Broja,Chelsea,Forward,0,0,26,5.2,Broja,Armando,440323.jpg,1
Aubameyang-6176,Aubameyang,Chelsea,Forward,0,0,26,8.4,Aubameyang,Pierre-Emerick,54694.jpg,2
D.D.Fofana-6846,D.D.Fofana,Chelsea,Forward,0,0,26,5.0,Fofana,David Datro,520295.jpg,3
Fabio Silva-48820,Fabio Silva,Wolves,Forward,0,0,26,5.5,Silva,Fabio,449988.jpg,4
Kalajdžić-60820,Kalajdžić,Wolves,Forward,0,0,26,5.3,Kalajdzic,Sasa,429414.jpg,3
Fraser-65720,Fraser,Wolves,Forward,0,0,26,4.5,Fraser,Nathan,531363.jpg,2
Antonio-45819,Antonio,West Ham,Forward,0,0,26,7.0,Antonio,Michail,57531.jpg,3
Scamacca-52919,Scamacca,West Ham,Forward,0,0,26,6.6,Scamacca,Gianluca,195899.jpg,1
Mubama-66919,Mubama,West Ham,Forward,0,0,26,4.5,Mubama,Divin,487837.jpg,2
Undav-1235,Undav,Brighton,Forward,0,0,26,5.0,Undav,Deniz,450434.jpg,2
Gayle-36115,Gayle,Newcastle,Forward,0,0,26,4.5,Gayle,Dwight,104547.jpg,4
Rondón-1778,Rondón,Everton,Forward,0,0,26,4.9,Rondón,Salomón,57134.jpg,3
Calvert-Lewin-1918,Calvert-Lewin,Everton,Forward,0,0,26,7.9,Calvert-Lewin,Dominic,177815.jpg,4
Cannon-6628,Cannon,Everton,Forward,0,0,26,4.5,Cannon,Thomas,461416.jpg,4
Simms-6868,Simms,Everton,Forward,0,0,26,4.5,Simms,Ellis,218997.jpg,4
Álvarez-31913,Álvarez,Man City,Forward,0,0,26,6.0,Álvarez,Julián,461358.jpg,1
Delap-32313,Delap,Man City,Forward,0,0,26,4.4,Delap,Liam,463034.jpg,4
Turner-241,Turner,Arsenal,Goalkeeper,0,0,26,3.8,Turner,Matt,224068.jpg,3
Hein-6551,Hein,Arsenal,Goalkeeper,0,0,26,4.0,Hein,Karl,463748.jpg,4
Butland-16214,Butland,Man Utd,Goalkeeper,0,0,26,4.4,Butland,Jack,105666.jpg,4
Johnstone-1757,Johnstone,Crystal Palace,Goalkeeper,0,0,26,4.4,Johnstone,Sam,101982.jpg,3
Matthews-4957,Matthews,Crystal Palace,Goalkeeper,0,0,26,4.0,Matthews,Remi,169593.jpg,1
Whitworth-5907,Whitworth,Crystal Palace,Goalkeeper,0,0,26,4.0,Whitworth,Joseph,487818.jpg,4
Goodman-6447,Goodman,Crystal Palace,Goalkeeper,0,0,26,4.0,Goodman,Owen,515496.jpg,4
Schmeichel-24810,Schmeichel,Leicester,Goalkeeper,0,0,26,5.0,Schmeichel,Kasper,17745.jpg,1
Iversen-54810,Iversen,Leicester,Goalkeeper,0,0,26,3.8,Iversen,Daniel,207270.jpg,3
Smithies-58110,Smithies,Leicester,Goalkeeper,0,0,26,3.9,Smithies,Alex,45220.jpg,4
Travers-723,Travers,Bournemouth,Goalkeeper,0,0,26,4.2,Travers,Mark,229600.jpg,3
Dennis-773,Dennis,Bournemouth,Goalkeeper,0,0,26,3.9,Dennis,Will,444172.jpg,2
Randolph-5713,Randolph,Bournemouth,Goalkeeper,0,0,26,4.0,Randolph,Darren,32259.jpg,2
Plain-6493,Plain,Bournemouth,Goalkeeper,0,0,26,4.0,Plain,Cameron,461012.jpg,4
Gazzaniga-2079,Gazzaniga,Fulham,Goalkeeper,0,0,26,4.0,Gazzaniga Farias,Paulo,102884.jpg,4
Rodák-2139,Rodák,Fulham,Goalkeeper,0,0,26,4.3,Rodák,Marek,155529.jpg,4
Wickens-7479,Wickens,Fulham,Goalkeeper,0,0,26,4.0,Wickens,George,235449.jpg,2
Olsen-352,Olsen,Aston Villa,Goalkeeper,0,0,26,3.9,Olsen,Robin,111782.jpg,2
Marschall-6702,Marschall,Aston Villa,Goalkeeper,0,0,26,4.0,Marschall,Filip,462381.jpg,1
Sinisalo-7072,Sinisalo,Aston Villa,Goalkeeper,0,0,26,4.0,Sinisalo,Viljami,248164.jpg,2
Zych-7452,Zych,Aston Villa,Goalkeeper,0,0,26,4.0,Zych,Oliwier,516159.jpg,3
Heaton-34814,Heaton,Man Utd,Goalkeeper,0,0,26,3.9,Heaton,Tom,21205.jpg,2
Dubravka-35515,Dubravka,Newcastle,Goalkeeper,0,0,26,4.1,Dubravka,Martin,67089.jpg,1
Kovár-61514,Kovár,Man Utd,Goalkeeper,0,0,26,4.0,Kovár,Matej,446189.jpg,3
Bishop-65614,Bishop,Man Utd,Goalkeeper,0,0,26,4.0,Bishop,Nathan,250370.jpg,1
Balcombe-1004,Balcombe,Brentford,Goalkeeper,0,0,26,4.0,Balcombe,Ellery,235448.jpg,4
Strakosha-5174,Strakosha,Brentford,Goalkeeper,0,0,26,4.3,Strakosha,Thomas,140200.jpg,4
Cox-6334,Cox,Brentford,Goalkeeper,0,0,26,3.9,Cox,Matthew,503300.jpg,2
Lloris-42518,Lloris,Spurs,Goalkeeper,0,0,26,5.4,Lloris,Hugo,37915.jpg,1
Austin-45118,Austin,Spurs,Goalkeeper,0,0,26,3.9,Austin,Brandon,214572.jpg,4
Kelleher-28912,Kelleher,Liverpool,Goalkeeper,0,0,26,4.0,Kelleher,Caoimhin,200720.jpg,2
Adrián-49712,Adrián,Liverpool,Goalkeeper,0,0,26,3.9,San Miguel del Castillo,Adrián,60706.jpg,4
H.Davies-59212,H.Davies,Liverpool,Goalkeeper,0,0,26,4.0,Davies,Harvey,464353.jpg,2
Klaesson-23611,Klaesson,Leeds,Goalkeeper,0,0,26,3.9,Klaesson,Kristoffer,223081.jpg,1
Robles-57811,Robles,Leeds,Goalkeeper,0,0,26,4.0,Robles,Joel,78315.jpg,3
McCarthy-40117,McCarthy,Southampton,Goalkeeper,0,0,26,4.3,McCarthy,Alex,58376.jpg,3
Lis-42117,Lis,Southampton,Goalkeeper,0,0,26,4.0,Lis,Mateusz,200428.jpg,2
Caballero-42417,Caballero,Southampton,Goalkeeper,0,0,26,3.9,Caballero,Willy,20310.jpg,2
Samba-38216,Samba,Nott'm Forest,Goalkeeper,0,0,26,4.5,Samba,Brice,102836.jpg,1
Henderson-39816,Henderson,Nott'm Forest,Goalkeeper,0,0,26,4.6,Henderson,Dean,172649.jpg,2
Hennessey-51816,Hennessey,Nott'm Forest,Goalkeeper,0,0,26,3.9,Hennessey,Wayne,20066.jpg,2
Smith-67516,Smith,Nott'm Forest,Goalkeeper,0,0,26,4.0,Smith,Jordan,184193.jpg,1
Mendy-1476,Mendy,Chelsea,Goalkeeper,0,0,26,4.8,Mendy,Edouard,228286.jpg,1
Bettinelli-6356,Bettinelli,Chelsea,Goalkeeper,0,0,26,4.0,Bettinelli,Marcus,122074.jpg,1
Šarkić-49220,Šarkić,Wolves,Goalkeeper,0,0,26,3.9,Šarkić,Matija,216208.jpg,1
Smith-55720,Smith,Wolves,Goalkeeper,0,0,26,3.9,Smith,Jackson,246799.jpg,1
Bentley-71720,Bentley,Wolves,Goalkeeper,0,0,26,4.0,Bentley,Daniel,79602.jpg,3
Fabianski-45519,Fabianski,West Ham,Goalkeeper,0,0,26,5.0,Fabianski,Lukasz,37096.jpg,2
Anang-73919,Anang,West Ham,Goalkeeper,0,0,26,4.0,Anang,Joseph,447879.jpg,2
Hegyi-74019,Hegyi,West Ham,Goalkeeper,0,0,26,3.9,Hegyi,Krisztián,483364.jpg,4
Sánchez-1135,Sánchez,Brighton,Goalkeeper,0,0,26,4.6,Sánchez,Robert,215059.jpg,4
Scherpen-5425,Scherpen,Brighton,Goalkeeper,0,0,26,4.0,Scherpen,Kjell,240514.jpg,1
Darlow-35315,Darlow,Newcastle,Goalkeeper,0,0,26,3.9,Darlow,Karl,59735.jpg,4
Karius-62615,Karius,Newcastle,Goalkeeper,0,0,26,3.9,Karius,Loris,104542.jpg,4
Begović-1768,Begović,Everton,Goalkeeper,0,0,26,3.9,Begović,Asmir,40349.jpg,3
Jakupović-6278,Jakupović,Everton,Goalkeeper,0,0,26,4.0,Jakupovic,Eldin,11974.jpg,3
Steffen-31013,Steffen,Man City,Goalkeeper,0,0,26,4.0,Steffen,Zack,164484.jpg,3
Ortega-32413,Ortega,Man City,Goalkeeper,0,0,26,3.8,Ortega Moreno,Stefan,88248.jpg,2
Carson-50213,Carson,Man City,Goalkeeper,0,0,26,3.8,Carson,Scott,17601.jpg,1
Gabriel-161,Gabriel,Arsenal,Defender,90,14,27,5.2,dos Santos Magalhães,Gabriel,226597.jpg,4
Saliba-261,Saliba,Arsenal,Defender,90,7,27,5.3,Saliba,William,462424.jpg,4
Clyne-1577,Clyne,Crystal Palace,Defender,90,2,27,4.5,Clyne,Nathaniel,57328.jpg,3
Andersen-1657,Andersen,Crystal Palace,Defender,90,1,27,4.5,Andersen,Joachim,174874.jpg,1
Andersen-1657,Andersen,Crystal Palace,Defender,90,2,27,4.5,Andersen,Joachim,174874.jpg,1
Guéhi-1677,Guéhi,Crystal Palace,Defender,90,2,27,4.4,Guéhi,Marc,209036.jpg,4
Guéhi-1677,Guéhi,Crystal Palace,Defender,90,2,27,4.4,Guéhi,Marc,209036.jpg,4
Mitchell-1707,Mitchell,Crystal Palace,Defender,90,2,27,4.4,Mitchell,Tyrick,244723.jpg,1
Mitchell-1707,Mitchell,Crystal Palace,Defender,90,2,27,4.4,Mitchell,Tyrick,244723.jpg,1
Ricardo-25610,Ricardo,Leicester,Defender,90,3,27,4.3,Barbosa Pereira,Ricardo,111931.jpg,2
Castagne-25810,Castagne,Leicester,Defender,90,1,27,4.4,Castagne,Timothy,166477.jpg,3
Souttar-72710,Souttar,Leicester,Defender,90,1,27,4.5,Souttar,Harry,194190.jpg,1
Kelly-733,Kelly,Bournemouth,Defender,90,6,27,4.3,Kelly,Lloyd,235530.jpg,3
Senesi-5763,Senesi,Bournemouth,Defender,90,7,27,4.4,Senesi,Marcos,221466.jpg,1
Stephens-4043,Stephens,Bournemouth,Defender,90,6,27,4.3,Stephens,Jack,88900.jpg,3
Ream-2019,Ream,Fulham,Defender,90,1,27,4.6,Ream,Tim,82514.jpg,2
Tosin-2099,Tosin,Fulham,Defender,90,1,27,4.4,Adarabioyo,Tosin,109646.jpg,2
Tete-2159,Tete,Fulham,Defender,90,1,27,4.4,Tete,Kenny,167074.jpg,3
Robinson-2179,Robinson,Fulham,Defender,90,1,27,4.4,Robinson,Antonee,169528.jpg,4
Mings-392,Mings,Aston Villa,Defender,90,2,27,4.3,Mings,Tyrone,149484.jpg,3
Konsa-442,Konsa,Aston Villa,Defender,90,2,27,4.4,Konsa Ngoyo,Ezri,199798.jpg,1
Bednarek-41017,Bednarek,Southampton,Defender,90,6,27,4.2,Bednarek,Jan,171771.jpg,1
Bednarek-41017,Bednarek,Southampton,Defender,90,0,27,4.2,Bednarek,Jan,171771.jpg,1
Varane-32914,Varane,Man Utd,Defender,90,6,27,4.8,Varane,Raphaël,90152.jpg,4
Shaw-33214,Shaw,Man Utd,Defender,90,5,27,5.2,Shaw,Luke,106760.jpg,1
Wan-Bissaka-34114,Wan-Bissaka,Man Utd,Defender,90,6,27,4.3,Wan-Bissaka,Aaron,214590.jpg,4
Henry-854,Henry,Brentford,Defender,90,6,27,4.5,Henry,Rico,194010.jpg,2
Pinnock-924,Pinnock,Brentford,Defender,90,6,27,4.4,Pinnock,Ethan,231065.jpg,1
Pinnock-924,Pinnock,Brentford,Defender,90,2,27,4.4,Pinnock,Ethan,231065.jpg,1
Hickey-5104,Hickey,Brentford,Defender,90,5,27,4.9,Hickey,Aaron,472713.jpg,3
Mee-5264,Mee,Brentford,Defender,90,7,27,5.1,Mee,Ben,51927.jpg,4
Mee-5264,Mee,Brentford,Defender,90,2,27,5.1,Mee,Ben,51927.jpg,4
Dier-43018,Dier,Spurs,Defender,90,1,27,5.1,Dier,Eric,93264.jpg,3
Davies-43218,Davies,Spurs,Defender,90,2,27,4.8,Davies,Ben,115556.jpg,4
Romero-44318,Romero,Spurs,Defender,90,2,27,4.9,Romero,Cristian,221632.jpg,4
Lenglet-51318,Lenglet,Spurs,Defender,90,2,27,4.8,Lenglet,Clément,171101.jpg,3
Pedro Porro-73318,Pedro Porro,Spurs,Defender,90,5,27,4.8,Porro,Pedro,441164.jpg,2
Van Dijk-28012,Van Dijk,Liverpool,Defender,90,2,27,6.5,van Dijk,Virgil,97032.jpg,4
Robertson-28412,Robertson,Liverpool,Defender,90,2,27,6.8,Robertson,Andrew,122798.jpg,3
Konaté-29012,Konaté,Liverpool,Defender,90,1,27,4.8,Konaté,Ibrahima,204716.jpg,2
Ayling-22211,Ayling,Leeds,Defender,90,1,27,4.5,Ayling,Luke,66588.jpg,2
Koch-23011,Koch,Leeds,Defender,90,1,27,4.5,Koch,Robin,193645.jpg,4
Firpo-23911,Firpo,Leeds,Defender,90,0,27,4.5,Firpo Adames,Junior,443967.jpg,3
Wöber-69111,Wöber,Leeds,Defender,90,1,27,4.5,Wöber,Maximilian,220087.jpg,3
Walker-Peters-40917,Walker-Peters,Southampton,Defender,90,8,27,4.4,Walker-Peters,Kyle,158534.jpg,3
Perraud-41717,Perraud,Southampton,Defender,90,6,27,4.1,Perraud,Romain,244560.jpg,1
Perraud-41717,Perraud,Southampton,Defender,90,1,27,4.1,Perraud,Romain,244560.jpg,1
Bella-Kotchap-42317,Bella-Kotchap,Southampton,Defender,90,9,27,4.5,Bella-Kotchap,Armel,477386.jpg,1
Bella-Kotchap-42317,Bella-Kotchap,Southampton,Defender,90,1,27,4.5,Bella-Kotchap,Armel,477386.jpg,1
Worrall-38816,Worrall,Nott'm Forest,Defender,90,7,27,4.2,Worrall,Joe,208912.jpg,2
Renan Lodi-60216,Renan Lodi,Nott'm Forest,Defender,90,0,27,4.3,Lodi dos Santos,Renan Augusto,233420.jpg,2
Aurier-62816,Aurier,Nott'm Forest,Defender,90,1,27,4.4,Aurier,Serge,80226.jpg,3
Felipe-73016,Felipe,Nott'm Forest,Defender,90,4,27,4.5,de Almeida Monteiro,Felipe Augusto,116404.jpg,1
Cucurella-1126,Cucurella,Chelsea,Defender,90,1,27,5.0,Cucurella Saseta,Marc,179268.jpg,3
Koulibaly-5206,Koulibaly,Chelsea,Defender,90,5,27,5.5,Koulibaly,Kalidou,86129.jpg,4
Emerson-54519,Emerson,West Ham,Defender,90,2,27,4.0,Palmieri dos Santos,Emerson,109533.jpg,3
Semedo-48220,Semedo,Wolves,Defender,90,0,27,5.0,Cabral Semedo,Nélson,200402.jpg,1
Kilman-48420,Kilman,Wolves,Defender,90,1,27,4.4,Kilman,Max,214048.jpg,1
Dawson-45920,Dawson,Wolves,Defender,90,1,27,4.8,Dawson,Craig,60232.jpg,2
Zouma-46119,Zouma,West Ham,Defender,90,2,27,4.4,Zouma,Kurt,103192.jpg,1
Aguerd-47219,Aguerd,West Ham,Defender,90,2,27,4.8,Aguerd,Nayef,210494.jpg,4
Kehrer-58819,Kehrer,West Ham,Defender,90,2,27,4.4,Kehrer,Thilo,201057.jpg,1
